stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.214891,0,2067,-79.82182,2857,,,UP/KENILWORTH AV & TOBY CRESCENT OPP. (@# 505),UPPER KENILWORTH opposite TOBY,0,
43.215219,0,2059,-79.8219,2856,,,UP/KENILWORTH AV & TOBY CRESCENT,UPPER KENILWORTH at TOBY,0,
43.191841,0,2426,-79.779752,1490,,,FIRST RD W & BRANTHAVEN DRIVE OPP (@#246),FIRST opposite BRANTHAVEN,0,
43.189022,0,2426,-79.780894,1491,,,FIRST RD W & ELECTRA CT,FIRST opposite ELECTRA,0,
43.190362,0,2426,-79.780375,1492,,,FIRST RD W & JOHN MURRAY STREET OPP (@#226),FIRST opposite JOHN MURRAY,0,
43.313054,0,2699,-79.801371,1992,,,LAKESHORE RD & MTO PATROL YARD,LAKESHORE at MTO PATROL YARD,0,
43.260793,0,1031,-79.823314,1494,,,GAGE AV N & #377 S BURLINGTON ST.,At 377 GAGE,0,
43.260825,0,1053,-79.823112,1495,,,GAGE AV N & #377 OPP. N BEACH RD.,Opposite 377 GAGE,0,
43.258879,0,1031,-79.824132,1496,,,GAGE AV N & BEACH ROAD,GAGE at BEACH,0,
43.258803,0,1053,-79.823963,1497,,,GAGE AV N & BEACH ROAD,GAGE at BEACH,0,
43.262359,0,1031,-79.822673,1498,,,GAGE AV N & BURLINGTON STREET E.,GAGE at BURLINGTON,0,
43.260027,0,2932,-79.873106,3203,,,YORK BV & BAY STREET,YORK at BAY,0,
43.293324,0,1325,-79.88933,3202,,,YORK BV & PLAINS ROAD,YORK at PLAINS,0,
43.252906,0,1175,-79.867294,1704,,,HUNTER ST E & JOHN ST S,HUNTER at JOHN,0,
43.251315,0,1175,-79.861377,1705,,,HUNTER ST E & SPRING STREET,HUNTER at SPRING,0,
43.252266,0,1175,-79.864817,1706,,,HUNTER ST E & WALNUT STREET,HUNTER at WALNUT,0,
43.254753,0,7068,-79.874992,1707,,,HUNTER ST W & BAY ST S,HUNTER at BAY,0,
43.255324,0,2969,-79.877413,1708,,,HUNTER ST W & CAROLINE STREET,HUNTER at CAROLINE,0,
43.255598,0,2969,-79.878578,1709,,,HUNTER ST W & HESS STREET,HUNTER at HESS,0,
43.319153,0,2694,-79.801399,1996,,,LAKESHORE RD & NORTH SHORE BLVD,LAKESHORE at NORTH SHORE,0,
43.208982,0,2139,-79.911527,1529,,,GARTH ST & GISELE DR.,GARTH at GISELE,0,
43.224819,0,2537,-79.71075,1128,,,BARTON ST & #502 W DEWITT RD.,At 502 BARTON,0,
43.228872,0,2536,-79.726052,1129,,,BARTON ST & APPLE DRIVE,BARTON at APPLE,0,
43.246121,0,1220,-79.793235,1120,,,BARTON ST E & WALTER AVENUE OPP.,BARTON opposite WALTER,0,
43.242553,0,1029,-79.778183,1121,,,BARTON ST E & WAVERLY STREET,BARTON at WAVERLY,0,
43.242701,0,1351,-79.777628,1122,,,BARTON ST E & WAVERLY STREET,BARTON at WAVERLY,0,
43.261679,0,1231,-79.855684,1124,,,BARTON ST E & WELLINGTON STREET,BARTON at WELLINGTON,0,
43.261553,0,1233,-79.855703,1125,,,BARTON ST E & WELLINGTON ST N,BARTON at WELLINGTON,0,
43.259161,0,1238,-79.845684,1126,,,BARTON ST E & WENTWORTH STREET,BARTON at WENTWORTH,0,
43.258974,0,1263,-79.845665,1127,,,BARTON ST E & WENTWORTH STREET,BARTON at WENTWORTH,0,
43.241447,0,2170,-79.865382,2989,,,UP/WELLINGTON ST & #471 INVERNESS AVENUE OPP.,UPPER WELLINGTON opposite INVERNESS,0,
43.210604,0,2258,-79.87845,2988,,,UP/WELLINGTON ST & #1394 N STONE CHURCH RD.,At 1394 UPPER WELLINGTON,0,
43.214368,0,2258,-79.876651,3028,,,UP/WELLINGTON ST & SIRENTE DRIVE OPP.,UPPER WELLINGTON at SIRENTE,0,
43.220995,0,2261,-79.87394,2983,,,UP/WELLINGTON ST & #1069 S JAY ST.,At 1069 UPPER WELLINGTON,0,
43.195537,0,2219,-79.86336,2982,,,UP/SHERMAN AV & RYMAL ROAD,UPPER SHERMAN at RYMAL,0,
43.20247,0,2215,-79.860404,2981,,,UP/SHERMAN AV & BEAVERTON DRIVE,UPPER SHERMAN at BEAVERTON,0,
43.203899,0,2215,-79.859761,2980,,,UP/SHERMAN AV & STONE CHURCH ROAD,UPPER SHERMAN at STONE CHURCH,0,
43.21159,0,2256,-79.878153,2987,,,UPPER WELLINGTON ST & DESOTO DR,UPPER WELLINGTON at DESOTO,0,
43.212217,0,2258,-79.877701,2986,,,UP/WELLINGTON ST & #1335 S TOWERCREST DR.,UPPER WELLINGTON opposite DESOTO,0,
43.212504,0,2256,-79.877731,2985,,,UP/WELLINGTON ST & #1332 S TOWERCREST DR.,At 1332 UPPER WELLINGTON,0,
43.220547,0,2253,-79.874305,2984,,,UP/WELLINGTON ST & #1079 (OPP.) & N BRYNA AVE.,Opposite 1079 UPPER WELLINGTON,0,
43.207699,0,2632,-79.998995,1018,,,AMBERLY BV & CHIPPENDALE AVENUE OPP.(@#265),AMBERLY opposite CHIPPENDALE,0,
43.207392,0,2621,-79.999086,1019,,,AMBERLY BV & SUNNYMEADE DRIVE (OP. # 257),AMBERLY at SUNNYMEADE,0,
43.252796,0,2953,-79.899563,1014,,,ABERDEEN AV & STUDHOLME ROAD OPP.,ABERDEEN opposite STUDHOLME,0,
43.249761,0,2941,-79.887735,1015,,,ABERDEEN AV & UNDERMOUNT AVENUE,ABERDEEN at UNDERMOUNT,0,
43.207583,0,2630,-79.98533,1017,,,AMBERLY BV & BLOOMSBURY COURT OPP.(@#21),AMBERLY opposite BLOOMSBURY,0,
43.253114,0,2939,-79.901472,1010,,,ABERDEEN AV & LONGWOOD ROAD OPP.,ABERDEEN opposite LONGWOOD,0,
43.251998,0,2953,-79.896579,1011,,,ABERDEEN AV & CHEDOKE AV,ABERDEEN opposite CHEDOKE,0,
43.248831,0,2941,-79.883747,1012,,,ABERDEEN AV & SPRUCESIDE AVENUE,ABERDEEN at SPRUCESIDE,0,
43.252588,0,2939,-79.899439,1013,,,ABERDEEN AV & STUDHOLME AVENUE,ABERDEEN at STUDHOLME,0,
43.268004,0,1058,-79.841848,1234,,,BURLINGTON ST E & WENTWORTH STREET,BURLINGTON at WENTWORTH,0,
43.267842,0,1022,-79.842431,1235,,,BURLINGTON ST E & WENTWORTH STREET,BURLINGTON at WENTWORTH,0,
43.264369,0,1056,-79.826883,1236,,,INDUSTRIAL DR & WILCOX ST,INDUSTRIAL at WILCOX,0,
43.264114,0,1025,-79.827539,1237,,,BURLINGTON ST E & WILCOX STREET OPP.,BURLINGTON opposite WILCOX,0,
43.269869,0,1059,-79.848981,1230,,,BURLINGTON ST E & VICTORIA AVENUE,BURLINGTON at VICTORIA,0,
43.269682,0,1055,-79.849173,1231,,,BURLINGTON ST E & VICTORIA AV N,BURLINGTON at VICTORIA,0,
43.2705,0,1021,-79.852432,1232,,,BURLINGTON ST E & WELLINGTON STREET,BURLINGTON at WELLINGTON,0,
43.270749,0,1060,-79.852466,1233,,,BURLINGTON ST E & WELLINGTON ST N,BURLINGTON opposite WELLINGTON,0,
43.231795,0,2535,-79.736731,355782,,,BARTON ST & 198 BARTON,At 198 BARTON,0,
43.231929,0,2564,-79.736682,355781,,,BARTON ST & OPP  198 BARTON,Opposite 198 BARTON,0,
43.268552,0,1059,-79.844358,1238,,,BURLINGTON ST E & WILFRED ST,BURLINGTON at WILFRED,0,
43.268471,0,1055,-79.844631,1239,,,BURLINGTON ST E & MACALLUM ST,BURLINGTON at WILFRED,0,
43.216331,0,2238,-79.865039,3029_merged_941980,,,UP/WENTWORTH ST & #1024 North of LINC,At 1024 UPPER WENTWORTH,0,
43.230552,0,2720,-79.776554,2487,,,QUEENSTON RD & #640 E WOODMAN DR.,At 640 QUEENSTON,0,
43.234303,0,2164,-79.846128,2481,,,QUEENSDALE AV E & UPPER SHERMAN AVENUE,QUEENSDALE at UPPER SHERMAN,0,
43.263183,0,1159,-79.901269,1967,,,KING ST W & LONGWOOD RD N,KING at LONGWOOD,0,
43.254544,0,1711,-79.866439,355418,,,MAIN ST E & BOWEN ST,MAIN at BOWEN,0,
43.253676,0,1265,-79.867418,355419,,,JOHN ST S & JACKSON ST E,JOHN at JACKSON,0,
43.247468,0,1221,-79.798796,355413,,,BARTON ST E & FAIRFIELD AV,BARTON at FAIRFIELD,0,
43.19644,0,4038,-79.806691,355410,,,WINTERBERRY DR & MUD ST W,WINTERBERRY at MUD,0,
43.199029,0,1428,-80.012788,355411,,,SHAVER RD & LIDDYCOAT LN,SHAVER opposite LIDDYCOAT,0,
43.226117,0,2303,-79.900862,355416,,,LIMERIDGE RD W & BRITTEN CLOSE,LIMERIDGE at BRITTEN CLOSE,0,
43.252494,0,1701,-79.868582,355415,,,PRIVATE RD & JOHN ST S,HAMILTON GO CENTRE PLATFORM 18,0,
43.265381,0,1465,-79.843346,355320,,,WENTWORTH ST N & BURTON ST,WENTWORTH at MARS,0,
43.262919,0,1466,-79.844413,355321,,,WENTWORTH ST N & BURTON ST,WENTWORTH at BURTON,0,
43.25931,0,1466,-79.845939,355322,,,WENTWORTH ST N & BARTON ST E,WENTWORTH at BARTON,0,
43.255505,0,1467,-79.847563,355323,,,WENTWORTH ST N & CANNON ST E,WENTWORTH at CANNON,0,
43.254144,0,1468,-79.848159,355324,,,WENTWORTH ST N & WILSON ST,WENTWORTH at WILSON,0,
43.252371,0,1469,-79.848952,355325,,,WENTWORTH ST N & KING ST E,WENTWORTH at KING,0,
43.250535,0,1470,-79.849746,355326,,,WENTWORTH ST S & MAIN ST E,WENTWORTH at MAIN,0,
43.24827,0,1471,-79.850713,355327,,,WENTWORTH ST S & DELAWARE AV,WENTWORTH at DELAWARE,0,
43.19247,0,4493,-80.027852,355543,,,SANDHILL DR & SANDHILL DR,At 1349 SANDHILL,0,
43.202959,0,4482,-79.97501,355526,,,GARNER RD E & MILLER DR,GARNER at MILLER,0,
43.20242,0,4482,-79.978336,355527,,,GARNER RD E & ANSON DR,GARNER at ANSON,0,
43.206659,0,4478,-79.952515,355524,,,GARNER RD E & KITTY MURRAY LN,GARNER at KITTY MURRAY,0,
43.203516,0,4482,-79.971659,355525,,,GARNER RD E & WOODMOUNT AV,GARNER at WOODMOUNT,0,
43.207942,0,4474,-79.944786,355522,,,GARNER RD E & SPRINGBROOK AV,GARNER at SPRINGBROOK,0,
43.207323,0,4476,-79.948657,355523,,,GARNER RD E & PRIVATE RD,GARNER at REDEEMER UNIVERSITY,0,
43.182011,0,4420,-79.81455,355520,,,RYMAL RD E & UPPER MOUNT ALBION RD,RYMAL at UPPER MOUNT ALBION,0,
43.208713,0,4472,-79.940061,355521,,,GARNER RD E & op BENNETS APPLE,GARNER opposite BENNETTS APPLES,0,
43.223171,0,1002,-79.776664,355258,,,NASH RD S & RAINBOW,NASH opposite RAINBOW,0,
43.200955,0,4486,-79.987326,355528,,,GARNER RD W & BRAITHWAITE AV,GARNER at BRAITHWAITE,0,
43.19966,0,4486,-79.995289,355529,,,GARNER RD W & PANABAKER DR,GARNER at PANNABAKER,0,
43.228672,0,2233,-79.859757,3065,,,UP/WENTWORTH ST & FRANKLIN RD OPP.,UPPER WENTWORTH opposite FRANKLIN,0,
43.206398,0,2135,-79.86941,3064,,,UP/WENTWORTH ST & STONE CHURCH ROAD,UPPER WENTWORTH at STONE CHURCH,0,
43.232366,0,2206,-79.847277,2945,,,UP/SHERMAN AV & BRUCEDALE AVENUE,UPPER SHERMAN at BRUCEDALE,0,
43.216504,0,2221,-79.85394,2944,,,UP/SHERMAN AV & BERKO AVENUE,UPPER SHERMAN at BERKO,0,
43.262186,0,1498,-79.887696,1963,,,KING ST W & DUNDURN STREET,KING at DUNDURN,0,
43.220149,0,2323,-79.84661,2228,,,MOHAWK RD E & EAST 36TH STREET,MOHAWK at EAST 36TH,0,
43.218744,0,2322,-79.841108,2229,,,MOHAWK RD E & EAST 42ND STREET,MOHAWK at EAST 42ND,0,
43.222356,0,2324,-79.855657,2226,,,MOHAWK RD E & EAST 27TH ST,MOHAWK at EAST 27TH,0,
43.222057,0,2370,-79.855236,2227,,,MOHAWK RD E & EAST 27TH. ST OPP. (#482),MOHAWK opposite EAST 27TH,0,
43.224727,0,2352,-79.865997,2224,,,MOHAWK RD E & EAST 16TH STREET OPP. (@#304),MOHAWK opposite EAST 16TH,0,
43.222922,0,2325,-79.857828,2225,,,MOHAWK RD E & EAST 25TH STREET,MOHAWK at EAST 25TH,0,
43.226928,0,2365,-79.874505,2222,,,MOHAWK RD E & DODSON STREET OPP. (@#124),MOHAWK opposite DODSON,0,
43.224887,0,2673,-79.865864,2223,,,MOHAWK RD E & EAST 16TH STREET,MOHAWK at EAST 16TH,0,
43.220707,0,2323,-79.848863,2220,,,MOHAWK RD E & CAMDEN STREET,MOHAWK at CAMDEN,0,
43.226992,0,2328,-79.874226,2221,,,MOHAWK RD E & DODSON STREET,MOHAWK at DODSON,0,
43.255118,0,1088,-79.868915,2088,,,MAIN ST E & HUGHSON ST S,MAIN at HUGHSON,0,
43.255019,0,2701,-79.868545,2089,,,MAIN ST E & HUGHSON STREET,MAIN at HUGHSON,0,
43.248683,0,2707,-79.843934,2082,,,MAIN ST E & FAIRLEIGH AVENUE,MAIN at FAIRLEIGH,0,
43.253303,0,2703,-79.861951,2083,,,MAIN ST E & FERGUSON AVENUE,MAIN at FERGUSON,0,
43.251367,0,2704,-79.854507,2080,,,MAIN ST E & EMERALD STREET,MAIN at EMERALD,0,
43.238457,0,2715,-79.802736,2081,,,MAIN ST E & FAIRFIELD AVENUE OPP.,MAIN opposite FAIRFIELD,0,
43.241478,0,2735,-79.814722,2086,,,MAIN ST E & GRAHAM AVENUE,MAIN at GRAHAM,0,
43.24131,0,2713,-79.814629,2087,,,MAIN ST E & GRAHAM AVENUE,MAIN at GRAHAM,0,
43.240026,0,2733,-79.807928,2084,,,MAIN ST E & GARSIDE AVENUE,MAIN at GARSIDE,0,
43.244286,0,2710,-79.827232,2085,,,MAIN ST E & GLENDALE AVENUE OPP.,MAIN opposite GLENDALE,0,
43.214012,0,2998,-79.785351,2538,,,QUIGLEY RD & ST. ANDREWS DR OPP. (@ # 275),QUIGLEY opposite ST. ANDREWS,0,
43.211867,0,2998,-79.786357,2539,,,QUIGLEY RD & VEEVERS DRIVE,QUIGLEY at VEEVERS,0,
43.210241,0,4050,-79.787412,2532,,,QUIGLEY RD & GREENHILL AV,QUIGLEY at GREENHILL,0,
43.222138,0,1306,-79.781578,2533,,,QUIGLEY RD & KING STREET,QUIGLEY at KING,0,
43.210411,0,2450,-79.787362,2530,,,QUIGLEY RD & GREENHILL AV,QUIGLEY at GREENHILL,0,
43.209886,0,2997,-79.787629,2531,,,QUIGLEY RD & GREENHILL AVENUE,QUIGLEY at GREENHILL,0,
43.220254,0,2993,-79.783012,2536,,,QUIGLEY RD & PINARD STREET OPP.,QUIGLEY opposite PINARD,0,
43.214241,0,2996,-79.785459,2537,,,QUIGLEY RD & ST. ANDREWS DRIVE,QUIGLEY at ST. ANDREWS,0,
43.222263,0,2993,-79.781775,2534,,,QUIGLEY RD & KING STREET,QUIGLEY at KING,0,
43.220251,0,1306,-79.782816,2535,,,QUIGLEY RD & PINARD STREET,QUIGLEY at PINARD,0,
43.214728,0,2345,-79.903619,2712,,,STONE CHURCH RD W & MATHEWS ST,STONE CHURCH at MATTHEWS,0,
43.214459,0,2397,-79.903099,2713,,,STONE CHURCH RD W & MATHEWS ST OPP.,STONE CHURCH opposite MATTHEWS,0,
43.219429,0,2888,-79.922183,2710,,,STONE CHURCH RD W & GURNETT GATE,STONE CHURCH at GURNETT,0,
43.226914,0,2867,-79.936472,2711,,,STONE CHURCH RD & HARROGATE DR.,STONE CHURCH at HARROGATE,0,
43.219568,0,2868,-79.923327,2716,,,STONE CHURCH RD W & OMNI BLVD OPP. ( @#769),STONE CHURCH opposite OMNI,0,
43.211216,0,2909,-79.890032,2717,,,STONE CHURCH RD W & UPPER JAMES STREET,STONE CHURCH at UPPER JAMES,0,
43.226705,0,2326,-79.936198,2714,,,STONE CHURCH RD & OLD GOLFLINKS RD,STONE CHURCH at OLD GOLFLINKS,0,
43.211428,0,2786,-79.889935,2718,,,STONE CHURCH RD W & UPPER JAMES STREET,STONE CHURCH at UPPER JAMES,0,
43.218621,0,4334,-79.918912,2719,,,STONE CHURCH RD W & UPPER PARADISE RD,STONE CHURCH at UPPER PARADISE,0,
43.240733,0,2782,-79.809715,1832,,,KENILWORTH AV N & MAIN STREET,KENILWORTH at MAIN,0,
43.238833,0,2777,-79.810706,1833,,,KENILWORTH AV S & MAPLE AVENUE,KENILWORTH at MAPLE,0,
43.233453,0,2778,-79.813009,1830,,,KENILWORTH AV S & KING STREET - OFF RAMP,KENILWORTH at KING,0,
43.24059,0,2772,-79.810018,1831,,,KENILWORTH AV N & MAIN STREET,KENILWORTH at MAIN,0,
43.235564,0,2780,-79.811849,1836,,,KENILWORTH AV S & MONTEREY AVENUE,KENILWORTH at MONTEREY,0,
43.231129,0,1044,-79.812422,1837,,,KENILWORTH AC & LAWRENCE ROAD,KENILWORTH OFF RAMP at LAWRENCE,0,
43.238914,0,2781,-79.810464,1834,,,KENILWORTH AV S & MAPLE AVENUE,KENILWORTH at MAPLE,0,
43.235465,0,2778,-79.812114,1835,,,KENILWORTH AV S & MONTEREY AVENUE,KENILWORTH at MONTEREY,0,
43.266169,0,1200,-79.954075,1839,,,KING ST W & CROSS STREET,KING at CROSS,0,
43.257715,0,2602,-79.923338,2154,,,MAIN ST W & NORFOLK STREET (@ # 1516),MAIN at NORFOLK,0,
43.258838,0,1194,-79.905054,2155,,,MAIN ST W & PAISLEY AVENUE,MAIN at PAISLEY,0,
43.258343,0,1009,-79.882888,2156,,,MAIN ST W & PEARL STREET,MAIN at PEARL,0,
43.258343,0,1124,-79.882888,2157,,,MAIN ST W & PEARL STREET,MAIN at PEARL,0,
43.255871,0,2839,-79.872194,2150,,,MAIN ST W & MACNAB STREET (34),MAIN at MACNAB,0,
43.255755,0,1087,-79.871791,2151,,,"MAIN ST W & MACNAB STREET (5,5A,5E)",MAIN at MACNAB,0,
43.250746,0,2949,-79.875194,2400,,,PARK ST S & CHARLTON AVENUE,PARK at CHARLTON,0,
43.258618,0,1194,-79.906689,2153,,,MAIN ST W & 403 RAMP OPP. - E NEWTON AV,MAIN opposite 403 RAMP,0,
43.259018,0,1123,-79.886019,2158,,,MAIN ST W & POULETTE STREET,MAIN at POULETTE,0,
43.257673,0,1009,-79.879818,2159,,,MAIN ST W & QUEEN ST S,MAIN at QUEEN,0,
43.250281,0,2435,-79.786295,2408,,,PARKDALE AV N & BURLAND CRESCENT,PARKDALE at BURLAND,0,
43.237769,0,2439,-79.791577,2409,,,PARKDALE AV N & DUNSMURE ROAD,PARKDALE at DUNSMURE,0,
43.23042,0,2309,-79.88084,2829,,,UP/JAMES ST & RICHWILL ROAD OPP. (OP. # 734),UPPER JAMES opposite RICHWILL,0,
43.224027,0,2235,-79.861817,3055,,,UP/WENTWORTH ST & MOHAWK ROAD,UPPER WENTWORTH at MOHAWK,0,
43.257817,0,1098,-79.872784,1955,,,KING ST W & BAY STREET SOUTH,KING at BAY,0,
43.231508,0,1142,-79.805839,1954,,,KING ST E & WOODRIDGE ROAD,KING at WOODBRIDGE,0,
43.257817,0,3401,-79.872784,1956,,,KING ST W & BAY STREET SOUTH,KING at BAY,0,
43.252152,0,2744,-79.84879,1951,,,KING ST E & WENTWORTH STREET,KING at WENTWORTH,0,
43.253544,0,2746,-79.858975,1950,,,KING ST E & WELLINGTON STREET (HAMILTON),KING at WELLINGTON,0,
43.234123,0,1039,-79.816039,1953,,,KING ST E & WEXFORD AVENUE,KING at WEXFORD,0,
43.2341,0,1070,-79.815647,1952,,,KING ST E & WEXFORD AVENUE,KING at WEXFORD,0,
43.263219,0,1180,-79.902754,1959,,,KING ST W & CLINE AV N,KING at CLINE,0,
43.275539,0,1349,-79.94106,3242,,,YORK RD & WATSON LANE OPP. (Op. #211),YORK opposite WATSONS,0,
43.275645,0,1347,-79.940346,3241,,,YORK RD & WATSON LANE,YORK at WATSONS,0,
43.275549,0,1347,-79.933411,3240,,,YORK RD & OLYMPIC DRIVE,YORK at OLYMPIC,0,
43.314146,0,2693,-79.801121,1993,,,LAKESHORE RD & MTO PATROL YARD,LAKESHORE opposite MTO PATROL YARD,0,
43.214103,0,2616,-79.986276,1483,,,FIDDLER'S GREEN RD & GILBERT AVENUE,FIDDLER'S GREEN at GILBERT,0,
43.203244,0,2626,-79.98268,1482,,,FIDDLER'S GREEN RD & GARDEN AVENUE,FIDDLER'S GREEN at GARDEN,0,
43.206963,0,2623,-79.984041,1481,,,FIDDLER'S GREEN RD & ENMORE DRIVE OPP.,FIDDLER'S GREEN opposite ENMORE,0,
43.207302,0,2627,-79.983938,1480,,,FIDDLER'S GREEN RD & #371 (North of ENMORE DRIVE),FIDDLER'S GREEN at ENMORE,0,
43.211805,0,2628,-79.985367,1486,,,FIDDLER'S GREEN RD & OAKLEY COURT OPP. (@ # 241),FIDDLER'S GREEN opposite OAKLEY,0,
43.211828,0,2616,-79.985538,1485,,,FIDDLER'S GREEN RD & OAKLEY COURT,FIDDLER'S GREEN at OAKLEY,0,
43.214166,0,2628,-79.986023,1484,,,FIDDLER'S GREEN RD & GILBERT AVENUE OPP. ( @ # 175),FIDDLER'S GREEN opposite GILBERT,0,
43.186301,0,2466,-79.782057,1489,,,FIRST RD W & #162 (S ISAAC BROCK DR.),At 162 FIRST,0,
43.217674,0,2628,-79.987136,1488,,,FIDDLER'S GREEN RD & WILSON STREET,FIDDLER'S GREEN at WILSON,0,
43.25641,0,2937,-79.883504,1713,,,HUNTER ST W & PEARL STREET,HUNTER at PEARL,0,
43.246746,0,2436,-79.787756,2411,,,PARKDALE AV N & MAHONEY AVENUE,PARKDALE at MAHONY,0,
43.254073,0,2966,-79.871755,1711,,,HUNTER ST W & MACNAB STREET,HUNTER at MACNAB,0,
43.256716,0,2937,-79.884929,1710,,,HUNTER ST W & LOCKE STREET,HUNTER at LOCKE,0,
43.26366,0,1073,-79.816372,1717,,,INDUSTRIAL DR & DEPEW STREET,INDUSTRIAL opposite DEPEW,0,
43.233466,0,1044,-79.814858,1715,,,HUXLEY AV S & KING STREET,HUXLEY at KING,0,
43.255919,0,2970,-79.879978,1714,,,HUNTER ST W & QUEEN STREET,HUNTER at QUEEN,0,
43.259969,0,2791,-79.808506,1719,,,INDUSTRIAL DR & DOFASCO PARKING LOT OPP.(Eas,INDUSTRIAL opposite DOFASCO PARKING,0,
43.262635,0,2792,-79.812484,1718,,,INDUSTRIAL DR & DOFASCO GATE #6 - Btwn Ottawa,INDUSTRIAL at OTTAWA,0,
43.236106,0,2440,-79.792269,2413,,,PARKDALE AV S & MAIN STREET,PARKDALE at MAIN,0,
43.246687,0,2505,-79.787612,2412,,,PARKDALE AV N & MAHONEY AVENUE OPP.,PARKDALE opposite MAHONY,0,
43.253939,0,2510,-79.784618,2415,,,PARKDALE AV N & MEAD AVENUE,PARKDALE at MEAD,0,
43.228746,0,2563,-79.725072,1139,,,BARTON ST & HILTON DRIVE,BARTON at HILTON,0,
43.228071,0,2563,-79.722646,1138,,,BARTON ST & HALE STREET OPP.(@# 361),BARTON opposite HALE,0,
43.258089,0,1195,-79.911874,2141,,,MAIN ST W & HADDON AVENUE,MAIN at HADDON,0,
43.231365,0,2565,-79.734149,1133,,,BARTON ST & EASTDALE BLVD OPP.(@#221),BARTON opposite EASTDALE,0,
43.231339,0,2534,-79.734692,1132,,,BARTON ST & EASTDALE BLVD,BARTON at EASTDALE,0,
43.224763,0,2560,-79.709753,1131,,,BARTON ST & DEWITT RD,BARTON at DEWITT,0,
43.223307,0,2543,-79.703571,1130,,,BARTON ST & CHELSEA CRESENT OPP.(@#601),BARTON opposite CHELSEA,0,
43.228002,0,2536,-79.722974,1137,,,BARTON ST & HALE STREET,BARTON at HALE,0,
43.230223,0,2565,-79.730169,1136,,,BARTON ST & GREEN ROAD,BARTON at GREEN,0,
43.229933,0,2534,-79.729936,1135,,,BARTON ST & GREEN ROAD,BARTON at GREEN,0,
43.259511,0,1014,-79.869437,2060,,,MACNAB ST N & YORK BLVD,MACNAB at YORK,0,
43.252764,0,2954,-79.872332,2061,,,MACNAB ST S & BOLD STREET,MACNAB at BOLD,0,
43.250026,0,2944,-79.873566,2062,,,MACNAB ST S & CHARLTON AVENUE,MACNAB at CHARLTON,0,
43.227728,0,2263,-79.871275,3018,,,UP/WELLINGTON ST & NORRIE AVENUE OPP. (@#871),UPPER WELLINGTON opposite NORRIE,0,
43.200529,0,1366,-79.883098,3019,,,UP/WELLINGTON ST & RYMAL ROAD,UPPER WELLINGTON at RYMAL,0,
43.231126,0,2250,-79.870007,3012,,,UP/WELLINGTON ST & MCELROY ROAD,UPPER WELLINGTON at MCELROY,0,
43.230911,0,2264,-79.869903,3013,,,UP/WELLINGTON ST & MCELROY ROAD OPP. (@#791),UPPER WELLINGTON opposite MCELROY,0,
43.217864,0,2255,-79.875412,3010,,,UP/WELLINGTON ST & LIMERIDGE ROAD,UPPER WELLINGTON at LIMERIDGE,0,
43.225452,0,2252,-79.872412,3011,,,UP/WELLINGTON ST & LUSCOMBE STREET,UPPER WELLINGTON at LUSCOMBE,0,
43.226064,0,2262,-79.871881,3016,,,UP/WELLINGTON ST & MOHAWK ROAD,UPPER WELLINGTON at MOHAWK,0,
43.227781,0,2251,-79.871438,3017,,,UP/WELLINGTON ST & NORRIE AVENUE,UPPER WELLINGTON at NORRIE,0,
43.224881,0,2262,-79.87244,3014,,,UP/WELLINGTON ST & MEADOWLARK DRIVE,UPPER WELLINGTON at MEADOWLARK,0,
43.226552,0,2254,-79.871969,3015,,,UP/WELLINGTON ST & MOHAWK ROAD,UPPER WELLINGTON at MOHAWK,0,
43.236151,0,2849,-79.925175,2066,,,MAGNOLIA DR & DIAMOND COURT,MAGNOLIA at DIAMOND,0,
43.253356,0,2955,-79.901766,1009,,,ABERDEEN AV & LONGWOOD ROAD,ABERDEEN at LONGWOOD,0,
43.24996,0,2952,-79.887884,1008,,,ABERDEEN AV & LOCKE STREET,ABERDEEN at LOCKE,0,
43.249278,0,2941,-79.885615,1007,,,ABERDEEN AV & KENT STREET,ABERDEEN at KENT,0,
43.249371,0,2952,-79.885379,1006,,,ABERDEEN AV & KENT STREET,ABERDEEN at KENT,0,
43.250953,0,2940,-79.892967,1005,,,ABERDEEN AV & DUNDURN STREET,ABERDEEN at DUNDURN,0,
43.250974,0,2952,-79.892318,1004,,,ABERDEEN AV & DUNDURN STREET,ABERDEEN at DUNDURN,0,
43.250463,0,2952,-79.890115,1003,,,ABERDEEN AV & COTTAGE AVENUE OPP,ABERDEEN opposite COTTAGE,0,
43.250371,0,2940,-79.890369,1002,,,ABERDEEN AV & COTTAGE AV,ABERDEEN at COTTAGE,0,
43.251863,0,2939,-79.896418,1001,,,ABERDEEN AV & CHEDOKE AV,ABERDEEN at CHEDOKE,0,
43.258281,0,2791,-79.803211,1227,,,BURLINGTON ST E & STAPLETON AV (Wof Kenilworth),BURLINGTON opposite STAPLETON,0,
43.258004,0,2806,-79.80362,1226,,,BURLINGTON ST E & STAPLETON AV,BURLINGTON at STAPLETON,0,
43.265282,0,1024,-79.832737,1225,,,BURLINGTON ST E & SHERMAN AVENUE,BURLINGTON at SHERMAN,0,
43.265483,0,1056,-79.832155,1224,,,BURLINGTON ST E & SHERMAN AV N,BURLINGTON at SHERMAN,0,
43.260848,0,2804,-79.814851,1223,,,BURLINGTON ST E & #1141,At 1141 BURLINGTON,0,
